Review,Rating
"""Lacking work Ethics & Integrity, Allows severe Abuse by Customers,Criminals and Upper Management, Company Profit over Employees Safety, Very poor employees & working conditions, lots theft within Mngmnt ignores Safety,Stealing is acceptable if anything encourage theft by Mngmnt in return for profits.""",2.0
"""Booz Allen is conservative and over political at times. Also, this job is just basically redoing someone's work.""",2.0
"""It isn't bad for just a part-time job, but if you are looking for a career, this store really isn't for you. Work consists of mindless chores around the store and customer service when needed.""",1.0
"""If you are giving this company anything above a 1, you are delusional. I work FT and took a PT job at Goodwill to make up for the performance of my 401k over the last 18 months, and it was a mistake. I have never seen such incompetence, greed and filth in my life. The company has no regard for its employees, and the working conditions are dirty and dangerous. Customers are rude, obnoxious and treat the store like their personal childcare, home and sometimes even toilet. There is no work life balance and managers for the most want no part of a conversation with the employees. If I treated my employees like this, I would have been fired years ago. Goodwill should be ashamed of the way they treat employees. Work elsewhere...any where else!!""",2.0
"""just compensation is really below the average and management is behind your expectation""",2.0
"""Treated as disposable.""",1.0
"""Bad middle management, bad management culture. No vision for the management.""",1.5
"""I've got nothing good to say about this company.""",1.5
"""Boss always micromanages. Workplace often hostile.""",2.0
"""This was a very bad match for my expertise and work style.""",2.0
"""It's obvious and blatant nepotism that made employees not want to do their best. Even if upper management and the CEO deny it, no one believes them. Only having connections will get you the promotions and tha's the awful truth!""",2.0
"""Definitely not what it used to be. They brought in new upper management that drove a successful company into the ground. The people I dealt with day to day were awesome but morale was grave, your personal life and responsibilities don't matter, and unless you're prepared to kiss some serious behind, make sure you like your position because you're not moving up any time soon. Tons of talent and intelligence gets overlooked and wasted.""",2.0
"""Definitely not what it used to be. They brought in new upper management that drove a successful company into the ground. The people I dealt with day to day were awesome but morale was grave, your personal life and responsibilities don't matter, and unless you're prepared to kiss some serious behind, make sure you like your position because you're not moving up any time soon. Tons of talent and intelligence gets overlooked and wasted.""",2.0
"""I like working with technology and the associated products. I like the possibility of advancement and career growth.""",2.0
"""Extremely demanding and toxic work environment. The morale is at an all-time low since the company is closing stores left and right. The only good thing about this job is helping people with their health needs. This company can not keep employees on staff whatsoever. Managers and associates quit after they see the destruction that is this company.""",2.0
"""Need improvements and better communication amongst employees and managers, and better conditions and better advancement opportunities for long-time employees.""",2.0
"""I worked at family dollar in Idaho for almost a year, loved my job at first up until the manager became rude and disrespectful to me and customers so I quit""",1.0
"""I've been working for Citigroup since 2008. The job was exciting and challenging at first, and I felt well compensated for my position. That wore thin over years of no advancement and the complete lack of any pay raises. This is a company that does not seem to value the talent of it's workforce on a tangible level. You are often told by your supervisors that you do excellent work above and beyond expected, but they do not have any money to give you a raise, but this is all lies.""",2.0
"""This was the worst position that I have held in my career.""",1.5
"""For the Isilon support side of Dell, there is a lot of room for improvements that came from the changes when EMC bought Isilon along with the changes when Dell bought EMC.  The biggest weakness was they did not have enough TSEs in Support to handle the increase in customers.  Some things that were left hanging when EMC took over, like KB Article maintenance and creation, are just now getting dedicated workers.  They want their employees to give the best customer support, but overload the TSEs so there isn't enough time to provide the best support to all customers.  This left TSEs stressed/burnt out and with little to no time for required training, let alone optional training for self improvements and certifications.   I enjoyed the job, but it was getting difficult to do and the environment was becoming toxic.""",2.0
"""Boeing is a very large company.  As a Software Engineer turned Manager at Boeing, I have found the options at my current site to be very limiting.  However, the pay is generally very good and the benefits are outstanding!  Only big issue I have is with the site that I currently work at.  It is very political here and very hard to move around between positions.""",2.0
"""STAY AWAY !!! A perfect example of Bad Top Leadership and Worse Middle Leadership

The company has no clue where it's going and what it wants to achieve. Everyone talks big but very hollow in knowledge. Extremely rudimentary in their approach.  You keep hearing the company is 100+ years old AND YET there is no culture in the company. 
They have tried a ton of things for it to work and nothing works.  
More like a company that's living on its past glory. 
Titles are similar to the banks where a developer is a VP and a team leads an SVP.  Global Analytics is the most toxic.  All in all a bad culture, toxic culture, and a depressing environment.""",1.0
"""HORRIBLE place to work. I truly do not understand all the positive reviews by Management Trainees. There is nothing positive about this company, whatsoever! I understand, this job does give recent graduates of general degrees, a chance to make a career, but that career is limited to car rental sales. That's all, unless you have good connections and experience to switch career fields. 

PLEASE, think a lot before joining this terrible organization. If things go wrong, which may be true, it will set your career back months if not years. The Management is selfish and greedy. What's so funny is that the managers don't even get paid a lot compared to other professions, yet they pretend to be so LOYAL to this company. So much partiality goes in this company, you won't believe, unless its your nature, and you are OK with such biased promotional scheme. 

To be honest, go back to school if you cannot find a proper job, improve your GPA, while working part-time or even full-time in some other company. Trust me, it will eventually WORK OUT for you, but NOT if you work for this stupid company!""",1.0
"""Internal politics may be ruining the company and making innovation impossible.""",2.0
"""I have worked for Fresenius Kabi for 8 months. In that time, I have found them to be a company driven by profit and profit alone. During the COVID pandemic, it took an entire month for Fresenius Kabi to set up temperature checks for employees or pay employees hazard pay. They also neglected to provide employees with proper face coverings during the COVID pandemic, instead choosing to provide them with see through bandanas to cover their face. I also find them to be lacking when it comes to keeping employees safe. My friend was hit by a car crossing the street (in the crosswalk) to get to her car in the parking lot, and the company did nothing to improve safety for employees who must on a regular basis cross this same street at all hours of the day and night to get to work. Management is not very good, and turnover is high which creates chronic problems with understaffing. Not to mention that their employees are grossly underpaid, compared to industry standards.""",2.0
"""I worked for Goodyear for almost 10 years.  The pay is great.  The biggest problem is honestly in management when comes to training.   Time and time again people are released to jobs before training is complete.   These same unqualified people are being held accountable to goals that have yet to reach and if not, the supervisor held accountable to their poor performance.   This is a toxic environment where blame is being pushed to the wrong people.""",2.0
"""Working for Geico is like being an indentured servant instead of an employee. You have to work at least 60 hours a week to keep your head above water while being paid for 38.75 hours. Prepare to be micromanaged as you never have been before while management listens in on your phone calls and explains to you why you failed to persuade the customer to accept a substandard repair of their automobile as per company guidelines. Company benefits such as profit sharing and tuition assistance seem great at first until you realize that these benefits are rarely paid to anyone due to high employee turnover and lack of time to do anything but work for Geico. The Human Resources dept keeps pumping in positive feedback from our new employees on all of the job review websites to keep the scam going. They will all be tired, frustrated, and burned out in less than 2 years from trying to meet impossible goals and expectations.""",1.0
"""Did not like working there. Waste of time for good specialists. There are much better companies.""",1.0
"""I worked for Goodyear for almost 10 years.  The pay is great.  The biggest problem is honestly in management when comes to training.   Time and time again people are released to jobs before training is complete.   These same unqualified people are being held accountable to goals that have yet to reach and if not, the supervisor held accountable to their poor performance.   This is a toxic environment where blame is being pushed to the wrong people.""",2.0
"""Been at dollar tree for only 3 months, it is not a good place to work! Never get any POSITIVITY FROM MANAGEMENT ONLY NEGATIVITY, EVERY DAY some kind of complaining from management over every little old thing done wrong, they keep the store hot VERY little ac, customers complain about the heat, also complain about not being checked out fast enough. You'll waste more gasoline than it's worth going to the job! They only give you about 20 hours every two weeks! And at 9 dollars an hour want you to cashier and stock items too! They keep up with how much you get stocked and complain if you don't get a lot stocked due to having to check people out!!  just negativity all around!! Not worth the headaches! don't believe everything they tell you when you first get hired on because it's all a LIE!!""",1.0
"""Helping people.""",2.0
"""Hurry up and wait. Almost as bad as a government job.""",1.5
"""Lies about pay and hours. Not willing to work with work life balance""",2.0
"""I lasted a total of 7 months before I resigned. The training was subpar. Management is over the top self-absorbed rude and unprofessional. I am happy to receive feedback in order to help me do my job better but that's not what you're going to get at Geico. They will micromanage you into the ground. I can save for a fact they basically want you to lie to customers. They allow customers to cuss you out call you derogatory names get very personal and then write you up because hey after 5 months you should have been able to handle it. The write-up comes if they want to speak to a supervisor because now you've inconvenienced a supervisor. For the people you work with non-management, I would give a 7 out of 10. All management does is stand around all day and gossip about the employees. If you're looking for a customer service role do not go to Geico you will regret it.""",2.0
"""Fairly good compensation, but not worth the effort. If you kill yourself, you will make decent bonuses. Horrible quality of life.... work so many hours, you are exhausted and have time for nothing else in your life. The free car is nice, but you better hope you don't run out of cars at the end of the day.""",2.0
"""STAY AWAY !!! A perfect example of Bad Top Leadership and Worse Middle Leadership

The company has no clue where it's going and what it wants to achieve. Everyone talks big but very hollow in knowledge. Extremely rudimentary in their approach.  You keep hearing the company is 100+ years old AND YET there is no culture in the company. 
They have tried a ton of things for it to work and nothing works.  
More like a company that's living on its past glory. 
Titles are similar to the banks where a developer is a VP and a team leads an SVP.  Global Analytics is the most toxic.  All in all a bad culture, toxic culture, and a depressing environment.""",1.0
"""I would never work for GNC ever again.""",2.0
"""I have worked at this company for  about 14 years.  There is no room for advancement. The pay is really low for the work that is done.  I was recently laid  off and not given the opportunity to go into another department.  They lay off every couple of years. They will find any way they can to get rid of you and it doesn't matter how long you worked there.  The majority of the workers are not happy there.""",1.0
"""Fairly neutral.  This was a newly formed group and there were growth challenges.  Much initial training did not partner will with execution.  Objectives were often not clearly stated.""",2.0
"""It's obvious and blatant nepotism that made employees not want to do their best. Even if upper management and the CEO deny it, no one believes them. Only having connections will get you the promotions and tha's the awful truth!""",2.0
"""Good place to start out.  Other people coming in with experience from the outside are generally not respected if they do not drink the Kool-Aid being served in Bristol ESPN.""",2.0
"""Overall it was a great experience I felt like my hard work and dedication was being looked over.""",1.5
"""STAY AWAY !!! A perfect example of Bad Top Leadership and Worse Middle Leadership

The company has no clue where it's going and what it wants to achieve. Everyone talks big but very hollow in knowledge. Extremely rudimentary in their approach.  You keep hearing the company is 100+ years old AND YET there is no culture in the company. 
They have tried a ton of things for it to work and nothing works.  
More like a company that's living on its past glory. 
Titles are similar to the banks where a developer is a VP and a team leads an SVP.  Global Analytics is the most toxic.  All in all a bad culture, toxic culture, and a depressing environment.""",1.0
"""Corporate now micromanages the agencies. NO autonomy is permitted. They pay low base salaries, then give you horrible leads and demand 40 hours/week of cold-calling.""",2.0
"""Disorganized and stressfull""",1.0
"""Not able to move up in the company. Lack of growth. Inconsistent work.""",1.5
"""I like the people I don't like the management and HR""",2.0
"""Horrible, completely horrible.""",2.0
"""It was not a great fit for me professionally.""",2.0
"""Some of the people at Emory are great to work with.""",2.0
"""STAY AWAY !!! A perfect example of Bad Top Leadership and Worse Middle Leadership

The company has no clue where it's going and what it wants to achieve. Everyone talks big but very hollow in knowledge. Extremely rudimentary in their approach.  You keep hearing the company is 100+ years old AND YET there is no culture in the company. 
They have tried a ton of things for it to work and nothing works.  
More like a company that's living on its past glory. 
Titles are similar to the banks where a developer is a VP and a team leads an SVP.  Global Analytics is the most toxic.  All in all a bad culture, toxic culture, and a depressing environment.""",1.0
"""I've worked for this company for a year. its a mainland company from dublin OH. i work as a delivery driver neither i know till i got hired when the pharmacy manager told me that i am now associate deliver driver. since then i was optimistic when they told me that i'll be doing some thing beside doing deliveries. i was blown away when some of the work are dealing w/ nuclear radioactive medicine and materials without proper knowledge and training, after 3 to 4 days of orientation the let you go on your on doing deliveries which acceptable since i applied as an driver. but i like i said not just a driver but associate driver, after 4 days be ready for more exposure from nuclear and radioactive cause they now let you start working on the main lab which they draw and make all those radioactive medicines. And they only paying you minimum wages by dealing w/ radioactive materials. later be aware and ready if the manager will let you do some of pharmacy technician do without proper training without any idea how to deal with nuclear and radioactive, manager will lure and put you on a bait. as days and months goes by be ready again if the manager will let you work on the main hot lab for cleaning that's supposed to be their job. cause when NRC people come each year to do survey manager wont let you go to the main lab and hot lab. just simply because the company never gave proper training and remember that they hired you as an driver. honestly i rather work for pizza deliveries. and about their management don't think about it. they do horrible rude and unprofessional they treat their drivers unfairly.""",2.0
"""I have worked for First National Bank for a short amount of time, 6 months.  I have found challenges to have a productive professional relationship with the Market Manager.""",1.0
"""benefits""",2.0
"""Working as a contractor at Home Depot in IT is very difficult.  You have no control of your projects and there is a hierarchy structure where you cannot reach out to anyone above your pay grade.  The contractors are treated like you work in a sweat house.""",1.0
"""Not a good fit.""",1.0
"""One of the sleaziest companies I have ever had the displeasure of working for.""",2.0
"""no base salary and no benefits""",1.0
"""Boss always micromanages. Workplace often hostile.""",2.0
"""You'd imagine that a multi billion dollar global company would have some of the basics figured out. Things like; Access to systems, onboarding, training, promotion requirements, project management. You would however be wrong. 

In a 6 month span of time I will lose access to necessary systems without warning, internal teams do not have any checks and balances on granting access or removing access. Internal oversight teams and HR/WFM teams can take months to respond to basic day to day work requests. Getting access during onboarding has taken months to years for multiple systems. In review for promotion they will advise you are exemplary and setting the bar for your peers but deny you promotion, in waiting for a discussion on next steps meetings will be pushed out indefinitely leaving tenured employees in the dark on what to do to meet requirements they have already been advised they meet.

Compensation has no concern with getting tenured people the money they deserve, resulting in those tenured employees receiving 20% - 50% less than new hires who are lower title. They do the standard run around of ""you shouldn't be discussing compensation"" as the response when these concerns are escalated.

The buildings are these empty desolate offices that instill a sense of deep depression and hollowness and they are desperately struggling to force everyone into these cages to work in misery surrounded by distraction and full of hollow pointless meetings. The internal organization is designed entirely around giving 1 or 2 people dozens of responsibilities that create roadblocks for thousands of employees and does nothing to hold those select individual responsible for actually doing their job.

As an example of a ""good business model"" its no wonder the economy constantly on the verge of a recession. Terrifying to see this rated as world class frontrunner.""",2.0
"""Don’t work for this company they pay you less then what you’re worth.. Management sucks half of them need to take a training course on how to be a good leader.. I’m a former employee that unfortunately came back after being gone for 8yrs but I see now nothing has changed.. My manager now is rude disrespectful and a total ***bitch***!! Came in my first day first thing I see is my file with my personal information just laid out on desk so everyone can see, then you have to make your own badge, then your not apart of the group text messaging., what a way to make a person feel welcomed.. Dollar general needs to do better plus there are no safety measures at all none of the doors have locks on them if it’s a crime we have absolutely nowhere safe to go hide.. but yet they have cameras everywhere smh … ***fuck*** DG and everything it stands for….""",1.0
"""Bad communication between departments, unrealistic project schedules and unresponsive management.  Would not recommend working here.""",2.0
"""Lies about pay and hours. Not willing to work with work life balance""",2.0
"""HP sucks, frankly, at least in the HP division (""ETD"", meaning Engineering Test Development"") that I worked for.  Spineless management allows your back-stabbing co-workers to write your review for you, instead of your boss writing said review!  Lay-offs are ALWAYS looming at HP, so...  If you want to look GOOD, better make your co-workers look BAD!  This is ""forced distribution"" at work...  To get a ""B"", make sure your co-worker gets to look bad enough to get a ""D""!  If you want an ""A"", work hard enough at polluting the boss's mind about your co-worker, to make sure she gets an ""F""!  Been there, been at the short end of that particular stick...""",1.0
"""Extremely demanding and toxic work environment. The morale is at an all-time low since the company is closing stores left and right. The only good thing about this job is helping people with their health needs. This company can not keep employees on staff whatsoever. Managers and associates quit after they see the destruction that is this company.""",2.0
"""I lasted a total of 7 months before I resigned. The training was subpar. Management is over the top self-absorbed rude and unprofessional. I am happy to receive feedback in order to help me do my job better but that's not what you're going to get at Geico. They will micromanage you into the ground. I can save for a fact they basically want you to lie to customers. They allow customers to cuss you out call you derogatory names get very personal and then write you up because hey after 5 months you should have been able to handle it. The write-up comes if they want to speak to a supervisor because now you've inconvenienced a supervisor. For the people you work with non-management, I would give a 7 out of 10. All management does is stand around all day and gossip about the employees. If you're looking for a customer service role do not go to Geico you will regret it.""",2.0
"""Bad communication between departments, unrealistic project schedules and unresponsive management.  Would not recommend working here.""",2.0
"""not the greatest place to work, but if you are a junior developer, this is a good place to introduce you to the industry.""",2.0
"""Overall it was a great experience I felt like my hard work and dedication was being looked over.""",1.5
"""Bad, bad place. Don't work there ever.""",2.0
"""Well… what to say about my time with Enterprise?
Let’s start with something positive. A “compliment sandwich” if you will, but frankly there isn’t another positive to cover the sandwich with… so, an open-faced compliment sandwich. 
The Good: Enterprise brands itself as a place to start building a career. It is undeniably successful in that. 

The Bad: The working hours were absolutely unbelievable. Close to 12 hour days, and they operate 6 days a week, so hopefully you’ve got nothing planned pretty much forever. 
It’s ok though, as you are paid for this time! Paid barely enough to live on at that! Planning on renting an apartment AND paying an internet bill? Sorry chief, that just isn’t gonna happen for you. Especially in this housing market. 
-Do not under any circumstances expect support from the “management” team. You will not receive it and actively looking for it will brand you a problem. 
-How are your stress levels? Do they need to be catastrophically higher? Than this might not be a con for you. Ultimately, you’re just renting cars. There is no reason this basic task should be anywhere near as cortisol raising as it is, but boy-howdy, get ready for a frayed nervous system and a trip to the therapist. 

The Ugly: 
I cannot stress enough that despite everything outlined above, you are NOT paid adequately for your time or stress. This is a smart move by Enterprise as it helps reduce their already astronomically high turnover rate, by creating a situation wherein you will simply feel trapped by your inability to look for other work, and the reality that if you miss a paycheck, you’re on the street. 

Personally, I was once reprimanded harshly by my “manager” and the HR representative (weird…) for refusing to put up my own Personal Credit Card(!) to secure an alternative rental for a deeply unpleasant woman who screamed at me for an hour. 

0/10 Just Don’t.""",2.0
"""Awful place to work!!! Unrealistic expectations! Will not fix anything. Ancient machinery! Management is poorly trained and do not know how to treat employees!""",2.0
"""I have worked for General Motors by way of contract and I would say it's been a fair experience.""",2.0
"""Need improvements and better communication amongst employees and managers, and better conditions and better advancement opportunities for long-time employees.""",2.0
"""Don’t work for this company they pay you less then what you’re worth.. Management sucks half of them need to take a training course on how to be a good leader.. I’m a former employee that unfortunately came back after being gone for 8yrs but I see now nothing has changed.. My manager now is rude disrespectful and a total ***bitch***!! Came in my first day first thing I see is my file with my personal information just laid out on desk so everyone can see, then you have to make your own badge, then your not apart of the group text messaging., what a way to make a person feel welcomed.. Dollar general needs to do better plus there are no safety measures at all none of the doors have locks on them if it’s a crime we have absolutely nowhere safe to go hide.. but yet they have cameras everywhere smh … ***fuck*** DG and everything it stands for….""",1.0
"""I have worked for Fresenius Kabi for 8 months. In that time, I have found them to be a company driven by profit and profit alone. During the COVID pandemic, it took an entire month for Fresenius Kabi to set up temperature checks for employees or pay employees hazard pay. They also neglected to provide employees with proper face coverings during the COVID pandemic, instead choosing to provide them with see through bandanas to cover their face. I also find them to be lacking when it comes to keeping employees safe. My friend was hit by a car crossing the street (in the crosswalk) to get to her car in the parking lot, and the company did nothing to improve safety for employees who must on a regular basis cross this same street at all hours of the day and night to get to work. Management is not very good, and turnover is high which creates chronic problems with understaffing. Not to mention that their employees are grossly underpaid, compared to industry standards.""",2.0
"""Salaries below the market, uneducated lazy management, bodyshop structure, toxic atmosphere. 
In general, that was a wrong choice""",1.0
"""Find they cut hours at will. Stay away. Total disregard for employee welfare.""",2.0
"""The worst experiance ever - Managers are crule.""",2.0
"""That if you are an hourly person you are treated like crap. They talk a good game but they speak with fork tongue. And if they acquired or bought a company, those employees are treated worse. In my case they lumped the Dow employees (hourly) in with the contractors and then treated the contractors better than their own employees.""",1.5
"""GMU is coming up in the world. The populace is incredibly diverse and the research portfolio is getting stronger. The administration is horrible, but that is expected in academia.""",2.0
"""The training at this company was horrible. I came in with no training at all. I had to learn everything on the way. They had no idea how to use me. After I created my own job role, I was given very few resources to really do anything. Everything was done manual and all the tools were created by me.""",2.0
"""Do not believe a word management says because it is only to placate you at the time of your distress. They will promise you a full time position then hire someone from outside after basically baiting you to do the full time person's work until they hire the new person.  Do not ever ask questions about why you were passed over because they will force you to quit because they are too gutless to actually fire you.  You are just a pawn unless you make Dicks your entire life!!!""",1.5
"""Horrible leadership.""",2.0
"""I answered an ad seeking GM for Domino's at Parsons, Ks. I spend 1 1/2 hrs on online interview and test. I receive a text the next day seeking an interview the next day. I spend 4 hours and $ 20 in gas, 90 miles trip to interview.  I am greeted by a guy in a floured apron  It is a meet and greet the manager to see ""if he likes me"".  I said, ""I am here to interview for the GM slot"" rather expecting a regional mgr to be present. He states there is no GM position available.  They only hire from within.  I call the Emporia store.  Both Emporia and Parsons are hiring GM's according to Domino's website.  No, no GM slot in Emporia either.  The regional supervisor calls me to apologize for ""his secretary's miscommunication"". 
I do not want to work for a company that starts out lying.  They want people that they can treat badly, who are desperate, who will work 65 hrs a week to ""advance to manager when we open another store"".""",1.0
"""Good place to start out.  Other people coming in with experience from the outside are generally not respected if they do not drink the Kool-Aid being served in Bristol ESPN.""",2.0
"""Been a great time, but be sure to obtain some form of training or knowledge before being there for half a year.""",2.0
"""Do not work for them unless you're desperate just to get a job for a while, but don't stay there. It's such a disgusting work environment that your good work and effort won't get you anything but frustration!""",2.0
"""I have worked for this branch for almost two years. When I was hired I was informed that this could potentially turn in to a full-time position. I worked pretty consistent 4 (5 days if needed) days a week, of which are all 8 hour shifts. There are no benefits with my branch, and the pay is .50 higher than minimum wage. The management is unfair as far as scheduling goes, as I am now a student and have a second part-time job, my hours have been cut in half. There is another staff who lives on-site, for free. Our Assistant Manager is only here due to a year long contract he signed and has no care for the staff or guests. I am working a real-life soap opera.""",1.0
"""I worked at Dish Network for 9 months. I would not recommend working at Dish Network as the pay and benefits do not coincide with the assigned work. High stress job in a fast-paced environment.""",1.5
"""There is a an Epic glitch.  I believe its name is Judy Faulkner. She is a big mean witch behind her little curtains and mirrors. She toxifies anybody who wishes to ride her coattails. Ms. Faulkner has made her own little Hellish world where everybody is a slave in her dollhouse. Quality of product and competence? LOL...They are about fleecing non-profit hospitals and employees. Pure greed.""",1.5
"""Store managers work 90+ hours a week to make budget.""",2.0
"""Worst place I have ever worked.  No authority to do your job, No initial training.  HR will set you up to fail, the Plant manager is impossible to work for.  Meetings all day long so you don't have time to do your work.  You are expected to be fully functional on the job on day one.  If you are applying for the purchasing manager position in Burlington, IA it is an impossible job to do.  Management is driven solely by cost savings and nothing else.  They care nothing about the employees.  Your staff will be reduced from 2-1.  I know as I am the one you will be replacing!""",1.5
"""The benefits were good. ADP is a very large corporation so there is room for growth.""",2.0
"""HP is an alright place to work.  In the department I work in, there is not much room for increase in pay or moving up.  The division I work for (HP ES) is treated differently than the the rest of the employees which are not in this division.  We are treated as second-class citizens. The company is still in turn-around mode.""",2.0
"""After seeing the inner workings of this non-profit compared with the other 15 charities I have either worked or volunteered with, I won't be donating to them again.""",1.0
"""Definitely not what it used to be. They brought in new upper management that drove a successful company into the ground. The people I dealt with day to day were awesome but morale was grave, your personal life and responsibilities don't matter, and unless you're prepared to kiss some serious behind, make sure you like your position because you're not moving up any time soon. Tons of talent and intelligence gets overlooked and wasted.""",2.0
"""If you don't care about salary and love having people micromanage your every move, then this place is right for you.""",2.0
"""What to expect with this job:
-Perpetually understaffed (2nd shift has only been fully staffed a few months in the last 8 years)
-Trained and expected to cut corners
-High turnover
-Expect to be eventually fired (I have seen a dozen people fired in the last year)""",2.0
"""I have worked for this branch for almost two years. When I was hired I was informed that this could potentially turn in to a full-time position. I worked pretty consistent 4 (5 days if needed) days a week, of which are all 8 hour shifts. There are no benefits with my branch, and the pay is .50 higher than minimum wage. The management is unfair as far as scheduling goes, as I am now a student and have a second part-time job, my hours have been cut in half. There is another staff who lives on-site, for free. Our Assistant Manager is only here due to a year long contract he signed and has no care for the staff or guests. I am working a real-life soap opera.""",1.0
"""Very bad workplace. Maybe it was my supervisor. But upper management dictated the direction of the technology. Engineers are very frustrated most of the time.""",2.0
"""I worked for cigna for a short time, before I was placed they had budget issues trying to allocate me in the budget. When I was placed and on boarded there was little work to be done and I was constantly ignored when requesting to pick up some work. I was instructed repeatedly to just review the confluence documentation and learn about the different products that the team was developing. Finally after a month of reading documentation (5 times over), I was assigned a ticket. After a few short days, the department lost a massive portion of budget and I was pulled onto another team. After another month, this team lost their budget and I am facing reallocation again or temporary drop-off. Work environment is not for an individual who wants to learn and provide an impact to the company.""",2.0
"""If you are giving this company anything above a 1, you are delusional. I work FT and took a PT job at Goodwill to make up for the performance of my 401k over the last 18 months, and it was a mistake. I have never seen such incompetence, greed and filth in my life. The company has no regard for its employees, and the working conditions are dirty and dangerous. Customers are rude, obnoxious and treat the store like their personal childcare, home and sometimes even toilet. There is no work life balance and managers for the most want no part of a conversation with the employees. If I treated my employees like this, I would have been fired years ago. Goodwill should be ashamed of the way they treat employees. Work elsewhere...any where else!!""",2.0
"""For profit education is a treacherous environment. Anyone thinking about this career had better be prepared for backstabbing, micro-managing, and downright near-humiliation if you don't mean targeted numbers. At Everest, if you don't hit your goal, you get to have a call with everyone in the region and explain yourself to the VP.I noticed that the possibility of someone losing their job, rather than a commission, will make them do whatever it takes to keep it, even if that means cheat and lie.""",2.0
"""I answered an ad seeking GM for Domino's at Parsons, Ks. I spend 1 1/2 hrs on online interview and test. I receive a text the next day seeking an interview the next day. I spend 4 hours and $ 20 in gas, 90 miles trip to interview.  I am greeted by a guy in a floured apron  It is a meet and greet the manager to see ""if he likes me"".  I said, ""I am here to interview for the GM slot"" rather expecting a regional mgr to be present. He states there is no GM position available.  They only hire from within.  I call the Emporia store.  Both Emporia and Parsons are hiring GM's according to Domino's website.  No, no GM slot in Emporia either.  The regional supervisor calls me to apologize for ""his secretary's miscommunication"". 
I do not want to work for a company that starts out lying.  They want people that they can treat badly, who are desperate, who will work 65 hrs a week to ""advance to manager when we open another store"".""",1.0
"""No loyalty, This company kicked person who worked over 30 years   
 without mercy.""",1.5
"""I didn't like them.""",2.0
"""Public accounting was not the right fit for me.""",2.0
"""It is a great management program to get a stepping stone. You'll learn a lot about managing the business, your staff, and your fleet. Your career is in your hands so it is very important to take the initiative and ask questions. Be prepared to work 55 or more hours a week as a manager and you will be moved around to different locations.""",2.0
"""Terrible management, terrible culture, policies, practices.

Experienced discrimination, forms of xenophobia and racism, harassment at workplace and virtually absence of the workplace, arbitrariness, lies, falsification and some other practices usually unacceptable in the professional environment. Some managers lie and support those outrageous practices.""",1.0
"""The ease of work and it is not too challenging.""",2.0
"""Helping customers resolve their issues with billing, internet access and scheduling problems""",2.0
"""Working with smart, motivated people and opportunity to learn and do interesting work.""",2.0
"""This place is a roaring, uncoordinated mess. Management doesn't have the slightest intuition on how to transition to a larger company. Management is very arrogant.""",2.0
"""I worked for Enterprise for a total of 1 year, being stuck in a training program after school. I started out in Indy where they took great care of me. When I was 6 months in, I was allowed to take my management test. I elected to transfer down to the Tampa area and take my test here. I was told that being there for a month or so I will be able to take my test, this was not the case. Enterprise in Tampa lied and said I was qualified enough to take it and never did let me take it. I spent an additional 6 months in Florida working for under-manager locations without knowing when my test was, no one knew. There is also a bonus program that is run, which Indy made good on their promise on paying out. Tampa, never paid me out for all my bonuses which leaves $500+ unaccounted for. I was thrown into branches that were understaffed and working longer hours than I was supposed to. I learned everything in the office to where I was almost as experienced as my branch manager but was still under paid and over qualified, the company acknowledged it and never acted on it. I stayed 6 months at the same level with unfair treatment to I and the rest of the employees at their branches. Everyone in branches were all burnt out and frustrated with upper management who only promised things they cannot follow through on. I let people know to steer clear of Enterprise in Florida because it is an unfair business. This should be your last opportunity if all else fails.""",1.0
"""The people, the HR dpt, the digital team, the building, the cafeteria""",2.0
"""The company does not provide required health insurance that meets the minimum health coverage by the law of Massachusetts.""",1.0
"""I have been with Davita for some years. The benefits are great but the PAY SUCKS. Davita is a company that will work you extremely hard and will give out crappie raises. They work dangerous and don't mind working SHORT. They work their techs and Nurses like DOGS. If you want to feel appreciated for your work go work for American Renal.""",1.0
"""Boss always micromanages. Workplace often hostile.""",2.0
"""Bad management, no respect for associates or their job, a lot of favoritism.""",1.0
"""Though upper management constantly denies and lies about the blatant nepotism in this company, no one believes them. It's the terrible truth and the reason employees were awfully demoralized.""",1.0
"""I was not there long but it was long enough.""",2.0
"""This company plummets further down in morals and ethics each year. They know they endanger people’s health and do it on purpose.  Orders delayed, website issues, charging DOD people $34.00 for one $0.22 syringe. It's shameful how low they have gone.""",1.0
"""not much, it has become a corporate sweat shop bogged down by read tape""",1.0
"""This location I thought this was great it's super busy. But our resources like the registers and printers don't work and it's frustrating working there. Customers have to wait for long periods when it's a simple phone call to take care of it. The list of duties we have to do in a certain time frame plus ring our customers and stock. Management over schedules calls in our your day off. Doesn't know how to talk to people. I used to like to go now I dread it. 3 people have already quit.""",2.0
